id,nom_complet
200922,Abdel Allah ould Yasmine
200923,Amina bel Zineb
200924,Allaa Eddine ben Saleh
200925,Maria bel Oussama
200926,Ahmed bel Dhiaa Eddine
200927,Mahdiya ben Yamina
200928,Yamina bou Khaoula
200929,Allaa Eddine ben Melissa
200930,Lakhdar bel Nesrine
200931,Naoual ould Manel
200932,Ramzi ben Malek
200933,Ramzi bel Zineb
200934,Mouslim ben Lilya
200935,Loubna ould Sara
200936,Juba ben Melissa
200937,Yamina ben Youcef
200938,Khadija bou Mahdiya
200939,Mahdiya bou Mokhtar
200940,Khadija bel Akram
200941,Khadija bel Naoual
200942,Naoual ould Haitham
200943,Khadija bel Younes
200944,Naoual bel Ahmed
200945,Imad bou Abdel Allah
200946,Aicha bel Foulla
200947,Manel ben Saliha
200948,Yamina ould Juba
200949,Hatem ben Naoual
200950,Farah ould Sohaib
200951,Yamina ould Allaa Eddine
200952,Lilya ould Imad
200953,Akram ould Feriel
200954,Maria bou Farah
200955,Maria ould Khaoula
200956,Mohammed ben Zine Eddine
200957,Mokhtar bou Chaima
200958,Aicha ould Saliha
200959,Abdel Allah ben Ahmed
200960,Abde Al Bassit ould Akram
200961,Zine Eddine ben Hatem
200962,Sara ben Feriel
200963,Youcef ben Imad
200964,Abdel Allah ben Imad
200965,Abde Al Aziz bel Yousra
200966,Abde Al Bassit bel Amina
200967,Imad ben Younes
200968,Yamina ben Amina
200969,Zine Eddine ould Naoual
200970,Mahdiya ould Mokhtar
200971,Abde Al Bassit bou Amina
200972,Saliha ben Hakim
200973,Maria ould Feriel
200974,Mokhtar bel Chaima
200975,Haitham ben Maissa
200976,Youcef ben Yousra
200977,Akram ould Lilya
200978,Lilya bel Manel
200979,Zineb bel Yasmine
200980,Zine Eddine bel Melissa
200981,Zolikha ould Sohaib
200982,Lilya ould Roumaissa
200983,Abdel Allah bel Amine
200984,Kaddour ben Abdel Allah
200985,Sahar bou Yousra
200986,Amina ould Youcef
200987,Sara bou Malek
200988,Farah ben Kaddour
200989,Youcef bel Amine
200990,Hakim ben Younes
200991,Yousra ould Zineb
200992,Imad bou Zine Eddine
200993,Saliha bou Khaoula
200994,Ramzi bel Foulla
200995,Chaima bel Lilya
200996,Manel ben Khadija
200997,Melissa bel Lilya
200998,Oussama bou Yamina
200999,Lakhdar bel Sahar
201000,Chaima bou Sohaib
201001,Younes ould Maria
201002,Saliha ben Kaddour
201003,Abde Al Aziz bel Yamina
201004,Ramzi bou Lilya
201005,Amina ben Dirar
201006,Karima bou Mouslim
201007,Lilya bel Akram
201008,Allaa Eddine ben Farah
201009,Yasmine ould Ahmed
201010,Maria bou Mouslim
201011,Farah ould Yousra
201012,Dhiaa Eddine bel Yasmine
201013,Zolikha bou Manel
201014,Dirar ben Abde Al Bassit
201015,Mohammed bou Maria
201016,Melissa bou Nesrine
201017,Ramzi bou Youcef
201018,Zolikha ould Chaima
201019,Yousra ben Amina
201020,Roumaissa ben Youcef
201021,Younes ben Abdel Allah
201022,Aicha bel Yamina
201023,Mahdiya bou Ramzi
201024,Yamina bou Farah
201025,Abdel Allah bel Dirar
201026,Zineb bou Mohammed
201027,Youcef ben Omar
201028,Maissa bel Zine Eddine
201029,Mokhtar bou Ahmed
201030,Younes bel Saliha
201031,Ahmed ould Khadija
201032,Roumaissa bel Amine
201033,Malek ben Chaima
201034,Abde Al Bassit ben Mahdiya
201035,Abde Al Aziz ould Zolikha
201036,Mouslim ben Sahar
201037,Maria bou Mouslim
201038,Abdel Allah bel Zine Eddine
201039,Chaima ould Amine
201040,Mouslim ben Melissa
201041,Yamina ben Sahar
201042,Manel ould Abde Al Bassit
201043,Aicha ould Youcef
201044,Abde Al Aziz bel Dhiaa Eddine
201045,Zine Eddine bou Dhiaa Eddine
201046,Zolikha ould Abde Al Bassit
201047,Malek bel Zolikha
201048,Imad ben Sara
201049,Kaddour ould Manel
201050,Mokhtar ben Melissa
201051,Zine Eddine bou Lilya
201052,Abde Al Aziz bel Abde Al Aziz
201053,Ahmed ould Khadija
201054,Malek bou Mouslim
201055,Melissa bel Maria
201056,Abde Al Bassit bel Zineb
201057,Saleh ben Lakhdar
201058,Maissa bou Naoual
201059,Ramzi bel Khadija
201060,Ramzi bel Loubna
201061,Akram ould Hatem
201062,Amine bou Lakhdar
201063,Nesrine bel Amina
201064,Mokhtar bel Dirar
201065,Maria bou Dirar
201066,Saleh bel Loubna
201067,Khadija ben Zine Eddine
201068,Lilya ould Manel
201069,Mouslim ould Loubna
201070,Yasmine bel Chaima
201071,Kaddour bou Roumaissa
201072,Omar bel Chaima
201073,Maissa ould Lakhdar
201074,Abdel Allah bou Ramzi
201075,Sara bel Khaoula
201076,Dirar bel Malek
201077,Imad ould Allaa Eddine
201078,Khadija bou Manel
201079,Dhiaa Eddine ben Hatem
201080,Akram ould Zine Eddine
201081,Ahmed bou Oussama
201082,Abde Al Aziz ould Abde Al Aziz
201083,Karima bou Haitham
201084,Mouslim ould Omar
201085,Hatem ben Allaa Eddine
201086,Foulla bel Karima
201087,Maria ould Aicha
201088,Roumaissa bel Chaima
201089,Melissa ben Zineb
201090,Dhiaa Eddine bou Foulla
201091,Zineb ould Zine Eddine
201092,Yasmine ould Mokhtar
201093,Omar bou Omar
201094,Mahdiya bou Juba
201095,Youcef ould Feriel
201096,Maissa ben Malek
201097,Manel bel Youcef
201098,Mouslim ould Abde Al Bassit
201099,Aicha bou Dhiaa Eddine
201100,Hatem ould Karima
201101,Naoual ould Mohammed
201102,Zineb ben Abde Al Bassit
201103,Dhiaa Eddine bou Nesrine
201104,Khadija ben Saleh
201105,Khadija bel Zine Eddine
201106,Imad bel Amina
201107,Roumaissa ould Sahar
201108,Sohaib ould Dirar
201109,Melissa ould Hakim
201110,Amina bou Karima
201111,Saliha ben Chaima
201112,Mokhtar ben Farah
201113,Akram ould Roumaissa
201114,Yasmine bou Zine Eddine
201115,Nesrine ould Yamina
201116,Melissa bou Manel
201117,Haitham bou Khadija
201118,Abde Al Bassit ould Amina
201119,Loubna bel Malek
201120,Feriel ould Abdel Allah
201121,Mahdiya bou Maissa
201122,Khaoula bel Yousra
201123,Hakim ben Kaddour
201124,Hatem ben Kaddour
201125,Hakim bou Haitham
201126,Amina ould Youcef
201127,Juba bel Yousra
201128,Amina ould Abdel Allah
201129,Hatem ould Imad
201130,Karima bel Naoual
201131,Yamina bel Zolikha
201132,Zolikha ben Loubna
201133,Chaima bou Abdel Allah
201134,Hakim ould Hakim
201135,Saliha bou Nesrine
201136,Lakhdar ould Hakim
201137,Abdel Allah ben Mokhtar
201138,Kaddour ould Zine Eddine
201139,Omar ould Malek
201140,Youcef bou Yasmine
201141,Abde Al Bassit ould Omar
201142,Yasmine ould Hakim
201143,Mahdiya ben Hatem
201144,Malek bel Sahar
201145,Haitham ben Amine
201146,Akram ould Melissa
201147,Amina ould Allaa Eddine
201148,Zineb ben Khadija
201149,Ramzi bou Yamina
201150,Maissa ben Loubna
201151,Yamina ben Hatem
201152,Roumaissa bel Oussama
201153,Melissa bou Zine Eddine
201154,Dhiaa Eddine bel Manel
201155,Naoual bel Khaoula
201156,Abde Al Aziz ould Aicha
201157,Oussama ben Ahmed
201158,Oussama ould Zine Eddine
201159,Sara bel Yamina
201160,Foulla ben Akram
201161,Zine Eddine bou Akram
201162,Sara bou Juba
201163,Abde Al Aziz bou Karima
201164,Oussama ben Melissa
201165,Abde Al Aziz ben Abde Al Bassit
201166,Abdel Allah ben Roumaissa
201167,Khaoula bou Yasmine
201168,Yasmine ben Amine
201169,Karima bel Amina
201170,Foulla ould Chaima
201171,Chaima bou Mokhtar
201172,Khadija ben Allaa Eddine
201173,Zine Eddine ben Youcef
201174,Karima bou Saliha
201175,Roumaissa bel Amine
201176,Chaima bou Youcef
201177,Abde Al Aziz bou Sara
201178,Dirar bel Feriel
201179,Sahar ben Zine Eddine
201180,Lilya ould Sohaib
201181,Maria bel Juba
201182,Oussama bel Maissa
201183,Zolikha ould Maissa
201184,Roumaissa bel Imad
201185,Yasmine ben Malek
201186,Lilya ben Oussama
201187,Yamina ben Youcef
201188,Lilya ben Dirar
201189,Zolikha ben Mokhtar
201190,Ramzi ould Dhiaa Eddine
201191,Feriel bou Mohammed
201192,Feriel bel Allaa Eddine
201193,Ahmed ould Yousra
201194,Imad ould Abde Al Bassit
201195,Lilya bel Melissa
201196,Abdel Allah ben Aicha
201197,Yousra bel Haitham
201198,Amine bou Roumaissa
201199,Foulla bou Saleh
201200,Nesrine bel Omar
201201,Roumaissa bel Amine
201202,Sara ben Sahar
201203,Lilya bou Hatem
201204,Saliha bel Youcef
201205,Yousra ould Roumaissa
201206,Naoual bel Youcef
201207,Malek bou Younes
201208,Akram bou Roumaissa
201209,Mouslim bel Feriel
201210,Mokhtar ben Sahar
201211,Zolikha ben Younes
201212,Younes ould Omar
201213,Allaa Eddine bel Saleh
201214,Mokhtar bou Akram
201215,Yousra ben Omar
201216,Kaddour ould Sahar
201217,Haitham ould Allaa Eddine
201218,Sohaib bel Youcef
201219,Foulla bou Lakhdar
201220,Malek bel Sohaib
201221,Khadija ben Ahmed
201222,Lakhdar bel Abde Al Bassit
201223,Saleh ben Omar
201224,Amine ben Chaima
201225,Loubna bou Manel
201226,Mahdiya bou Foulla
201227,Khadija bel Khadija
201228,Akram ould Mouslim
201229,Saleh ould Loubna
201230,Khadija bou Omar
201231,Mahdiya bou Khaoula
201232,Younes bou Akram
201233,Mahdiya bel Feriel
201234,Chaima bel Roumaissa
201235,Maria ould Imad
201236,Maria bou Khadija
201237,Dhiaa Eddine ben Zolikha
201238,Amine ould Loubna
201239,Maissa ben Malek
201240,Juba ould Foulla
201241,Yamina ould Ahmed
201242,Maria ould Yasmine
201243,Lakhdar ould Lilya
201244,Oussama bou Sahar
201245,Mohammed ben Foulla
201246,Allaa Eddine ould Abdel Allah
201247,Sohaib ben Naoual
201248,Oussama ould Amina
201249,Yousra ould Sahar
201250,Saleh ould Khadija
201251,Younes bel Juba
201252,Omar bou Roumaissa
201253,Younes bou Karima
201254,Sohaib bou Oussama
201255,Oussama ben Ramzi
201256,Chaima ould Mohammed
201257,Zolikha ben Foulla
201258,Yasmine ben Maria
201259,Ahmed bel Saliha
201260,Yousra bel Akram
201261,Dirar bou Melissa
201262,Amine ould Allaa Eddine
201263,Ahmed bel Hakim
201264,Kaddour bel Khadija
201265,Amina ben Hatem
201266,Mohammed ould Sahar
201267,Hakim bel Saleh
201268,Amine ben Abdel Allah
201269,Abde Al Bassit ould Abde Al Aziz
201270,Sahar bou Mahdiya
201271,Yousra ben Mouslim
201272,Malek ould Saliha
201273,Hatem bel Zineb
201274,Sahar ould Younes
201275,Ramzi ould Zineb
201276,Saliha bou Zolikha
201277,Manel bel Youcef
201278,Imad bou Zolikha
201279,Sohaib ould Feriel
201280,Youcef ben Akram
201281,Sara ben Zolikha
201282,Younes bel Haitham
201283,Oussama ben Abde Al Bassit
201284,Ahmed bou Malek
201285,Mouslim ould Manel
201286,Naoual bel Foulla
201287,Haitham bel Ahmed
201288,Maria bel Younes
201289,Yamina ould Sara
201290,Karima ould Khaoula
201291,Lilya ben Mohammed
201292,Imad ould Imad
201293,Aicha ould Maria
201294,Akram bou Yamina
201295,Ramzi ould Lakhdar
201296,Ahmed bel Melissa
201297,Haitham bou Omar
201298,Abdel Allah ould Khadija
201299,Saleh ben Naoual
201300,Yamina ould Mouslim
201301,Yasmine bou Abdel Allah
201302,Feriel ben Roumaissa
201303,Melissa bel Zolikha
201304,Lilya ben Imad
201305,Lilya ben Hakim
201306,Malek ould Karima
201307,Karima ould Khadija
201308,Sohaib bou Abde Al Bassit
201309,Zine Eddine bou Zineb
201310,Sohaib bel Khaoula
201311,Omar bel Feriel
201312,Saleh bel Oussama
201313,Maria ben Abde Al Bassit
201314,Yasmine bel Saliha
201315,Foulla ould Zine Eddine
201316,Amine bel Zolikha
201317,Zolikha bel Kaddour
201318,Khaoula ould Juba
201319,Melissa bel Sara
201320,Mohammed ben Zolikha
201321,Hatem bou Zineb
201322,Imad bel Juba
201323,Yasmine ould Dirar
201324,Sahar bou Zine Eddine
201325,Khaoula bou Ramzi
201326,Aicha ould Youcef
201327,Sara bel Hakim
201328,Naoual bel Khaoula
201329,Nesrine bou Roumaissa
201330,Feriel ould Feriel
201331,Mahdiya ben Melissa
201332,Juba bel Aicha
201333,Sara ould Malek
201334,Zine Eddine bel Dhiaa Eddine
201335,Naoual bou Hakim
201336,Abde Al Aziz ben Zineb
201337,Roumaissa bou Manel
201338,Naoual ben Sohaib
201339,Aicha ould Naoual
201340,Foulla bou Foulla
201341,Malek bou Ramzi
201342,Khaoula ben Juba
201343,Khaoula bou Abdel Allah
201344,Amina ould Zine Eddine
201345,Dirar ben Nesrine
201346,Abdel Allah bou Maria
201347,Abde Al Aziz bel Chaima
201348,Dhiaa Eddine bel Sohaib
201349,Akram ould Maria
201350,Melissa bou Hatem
201351,Lilya ben Mahdiya
201352,Manel ben Yasmine
201353,Foulla ben Khaoula
201354,Saliha bou Maria
201355,Naoual bel Khadija
201356,Khaoula bou Dhiaa Eddine
201357,Khadija bou Chaima
201358,Nesrine ben Kaddour
201359,Lilya ould Omar
201360,Oussama bel Loubna
201361,Youcef ould Amina
201362,Abdel Allah ould Karima
201363,Karima bou Mohammed
201364,Sara bel Dirar
201365,Oussama ben Dhiaa Eddine
201366,Foulla bel Mohammed
201367,Mouslim bou Hatem
201368,Hakim bel Oussama
201369,Nesrine bel Saleh
201370,Aicha ben Manel
201371,Zine Eddine ould Zineb
201372,Mohammed ould Omar
201373,Yamina ben Mahdiya
201374,Saliha bou Khaoula
201375,Feriel bou Dhiaa Eddine
201376,Yasmine bou Foulla
201377,Abde Al Bassit ould Foulla
201378,Feriel ould Akram
201379,Zolikha bel Sahar
201380,Saliha ould Allaa Eddine
201381,Manel bel Maria
201382,Aicha bel Chaima
201383,Khaoula ben Sahar
201384,Naoual bel Younes
201385,Mohammed bou Amina
201386,Zolikha ben Zine Eddine
201387,Mahdiya ould Dirar
201388,Lilya ould Mokhtar
201389,Manel bou Hakim
201390,Omar bou Dirar
201391,Sohaib ben Amina
201392,Amina ould Mahdiya
201393,Manel bel Amine
201394,Sahar bel Manel
201395,Omar ben Haitham
201396,Hatem bel Abde Al Bassit
201397,Abde Al Bassit bou Saleh
201398,Maria ould Lilya
201399,Aicha bel Juba
201400,Melissa ben Khadija
201401,Roumaissa bel Dirar
201402,Saleh bel Akram
201403,Khaoula ben Yasmine
201404,Lakhdar bel Chaima
201405,Sara bel Ramzi
201406,Mouslim ould Haitham
201407,Abde Al Bassit ben Saleh
201408,Zineb ben Zolikha
201409,Melissa bel Mohammed
201410,Zolikha ould Amine
201411,Hatem bel Saleh
201412,Oussama bou Omar
201413,Melissa bel Akram
201414,Feriel bel Khadija
201415,Yamina ben Malek
201416,Loubna ben Melissa
201417,Foulla bou Farah
201418,Youcef ben Mahdiya
201419,Ramzi bel Lakhdar
201420,Mouslim bou Malek
201421,Hakim ben Mokhtar
201422,Maria ben Yasmine
201423,Ahmed bou Imad
201424,Zine Eddine ben Omar
201425,Naoual bel Akram
201426,Oussama bou Mokhtar
201427,Sohaib bou Dhiaa Eddine
201428,Imad bel Sara
201429,Ahmed bou Maria
201430,Zolikha bel Sahar
201431,Mokhtar ould Akram
201432,Sohaib ben Dhiaa Eddine
201433,Aicha bel Saliha
201434,Khaoula bel Maria
201435,Amina ben Chaima
201436,Allaa Eddine ben Hatem
201437,Akram ould Kaddour
201438,Maria bou Ramzi
201439,Saliha bou Mouslim
201440,Mohammed bel Amina
201441,Amine ould Sahar
201442,Oussama ben Ramzi
201443,Feriel ould Foulla
201444,Farah bel Amina
201445,Zine Eddine ben Amine
201446,Mouslim ben Malek
201447,Nesrine ben Oussama
201448,Karima bel Manel
201449,Zine Eddine bou Yasmine
201450,Sara bel Khaoula
201451,Maria bou Mahdiya
201452,Akram ould Sohaib
201453,Sahar ben Feriel
201454,Sohaib bou Abdel Allah
201455,Amine ould Mahdiya
201456,Khaoula bel Haitham
201457,Abdel Allah bel Lakhdar
201458,Allaa Eddine bel Youcef
201459,Dirar ould Younes
201460,Saleh ben Karima
201461,Khadija ben Dirar
201462,Omar ben Manel
201463,Omar ben Saleh
201464,Zolikha bel Omar
201465,Karima bel Zine Eddine
201466,Khaoula ben Yousra
201467,Lakhdar ben Maissa
201468,Sohaib ould Foulla
201469,Lakhdar ould Hatem
201470,Juba ould Omar
201471,Abde Al Bassit bou Yasmine
201472,Younes bou Imad
201473,Melissa bel Feriel
201474,Younes ben Zineb
201475,Nesrine bel Mokhtar
201476,Malek ould Saliha
201477,Sahar ould Manel
201478,Mokhtar ould Akram
201479,Abde Al Bassit ben Maria
201480,Allaa Eddine ben Chaima
201481,Foulla bou Younes
201482,Amina bou Sahar
201483,Lilya ould Saleh
201484,Malek ould Yasmine
201485,Yamina ould Mokhtar
201486,Haitham ould Sara
201487,Abde Al Aziz bou Younes
201488,Sohaib bou Imad
201489,Lilya bel Karima
201490,Juba bou Juba
201491,Youcef bou Younes
201492,Oussama bou Amina
201493,Abde Al Aziz bou Lakhdar
201494,Zine Eddine bel Maria
201495,Saliha ould Akram
201496,Lakhdar ben Sahar
201497,Foulla ould Mahdiya
201498,Oussama ould Foulla
201499,Dirar bou Aicha
201500,Dhiaa Eddine bou Abde Al Bassit
201501,Hatem ould Zineb
201502,Nesrine ould Imad
201503,Dirar bou Kaddour
201504,Amine ben Khaoula
201505,Mahdiya bel Juba
201506,Khadija ben Dirar
201507,Khaoula bou Khaoula
201508,Khadija bou Zineb
201509,Loubna ben Aicha
201510,Sara ould Imad
201511,Khadija ould Sara
201512,Feriel bel Akram
201513,Sara ben Abdel Allah
201514,Melissa ben Lakhdar
201515,Aicha ben Manel
201516,Mahdiya ben Imad
201517,Chaima bou Dirar
201518,Amina ould Kaddour
201519,Dirar bel Abdel Allah
201520,Dirar bou Lilya
201521,Zine Eddine ben Sara
201522,Younes bel Zine Eddine
201523,Ramzi ben Foulla
201524,Amina ould Saliha
201525,Yasmine bel Yamina
201526,Amine bel Sohaib
201527,Foulla bou Allaa Eddine
201528,Haitham ould Kaddour
201529,Haitham bel Roumaissa
201530,Mokhtar bel Haitham
201531,Abdel Allah ould Lakhdar
201532,Naoual bou Melissa
201533,Zineb ben Omar
201534,Haitham bou Zine Eddine
201535,Sara ben Yousra
201536,Akram ben Amina
201537,Youcef ben Manel
201538,Hatem bou Saliha
201539,Haitham bou Imad
201540,Abdel Allah bou Khadija
201541,Saleh ben Malek
201542,Hakim bel Abde Al Aziz
201543,Loubna ould Yasmine
201544,Zolikha bou Feriel
201545,Khadija ould Maissa
201546,Ramzi ould Karima
201547,Amine bel Saliha
201548,Khadija ben Nesrine
201549,Roumaissa ould Mahdiya
201550,Zine Eddine bou Loubna
201551,Mokhtar ould Khadija
201552,Karima bou Naoual
201553,Sara bel Amina
201554,Abde Al Aziz ould Dirar
201555,Khaoula ben Aicha
201556,Malek ould Mahdiya
201557,Ramzi ould Saleh
201558,Farah ben Sohaib
201559,Naoual ben Manel
201560,Haitham bel Nesrine
201561,Mohammed bou Mouslim
201562,Dirar bel Lilya
201563,Saleh bel Mahdiya
201564,Sara ben Oussama
201565,Yasmine ould Mouslim
201566,Karima bou Sahar
201567,Zolikha ben Zolikha
201568,Khaoula ould Mouslim
201569,Kaddour bel Foulla
201570,Amina ben Maissa
201571,Dirar bel Mouslim
201572,Sohaib ben Youcef
201573,Yousra ben Lakhdar
201574,Foulla ould Maissa
201575,Yamina ben Karima
201576,Younes bel Mouslim
201577,Maissa bel Sara
201578,Kaddour ben Zine Eddine
201579,Hatem bel Karima
201580,Mokhtar bou Dirar
201581,Foulla ben Maria
201582,Feriel bou Zine Eddine
201583,Karima bou Juba
201584,Youcef ben Mohammed
201585,Haitham bou Haitham
201586,Sahar ould Dhiaa Eddine
201587,Roumaissa bel Allaa Eddine
201588,Loubna ould Lakhdar
201589,Maissa bou Yousra
201590,Juba bel Sara
201591,Feriel ould Sara
201592,Zine Eddine bel Hatem
201593,Dhiaa Eddine ould Kaddour
201594,Amina bou Younes
201595,Chaima ould Melissa
201596,Zolikha ould Aicha
201597,Allaa Eddine bel Malek
201598,Hatem bel Kaddour
201599,Maissa ben Younes
201600,Roumaissa bou Foulla
201601,Zolikha ben Maria
201602,Loubna bou Amine
201603,Hakim bou Imad
201604,Chaima bel Lakhdar
201605,Abdel Allah ould Hakim
201606,Kaddour bel Hakim
201607,Zine Eddine bou Amina
201608,Sahar ould Hatem
201609,Saliha bou Omar
201610,Mohammed bel Imad
201611,Khaoula bel Mahdiya
201612,Melissa bel Zineb
201613,Mokhtar ben Nesrine
201614,Ahmed bel Maissa
201615,Foulla bou Farah
201616,Akram bou Yousra
201617,Nesrine ben Juba
201618,Sahar bel Saliha
201619,Khadija ben Mouslim
201620,Abdel Allah ben Sahar
201621,Karima bel Zine Eddine
201622,Amine bou Sohaib
201623,Saleh bou Roumaissa
201624,Dirar bel Zine Eddine
201625,Omar ben Younes
201626,Saliha ben Yamina
201627,Ramzi bel Nesrine
201628,Foulla ould Chaima
201629,Feriel bel Malek
201630,Manel bou Lakhdar
201631,Amine ben Maria
201632,Khaoula bel Amine
201633,Imad ben Malek
201634,Abde Al Bassit ben Abde Al Bassit
201635,Ramzi ould Sahar
201636,Imad bel Aicha
201637,Youcef ould Saleh
201638,Omar ben Kaddour
201639,Mahdiya bel Kaddour
201640,Melissa bou Nesrine
201641,Imad bel Abdel Allah
201642,Sahar bel Feriel
201643,Juba ould Mohammed
201644,Nesrine ben Omar
201645,Younes ould Yamina
201646,Sahar bel Nesrine
201647,Mohammed bou Mohammed
201648,Zineb bou Juba
201649,Sahar bel Amine
201650,Akram ould Dirar
201651,Farah ould Dirar
201652,Abde Al Aziz ben Amina
201653,Haitham ould Malek
201654,Omar bel Nesrine
201655,Saleh bel Khadija
201656,Dirar bel Saliha
201657,Karima ould Yamina
201658,Allaa Eddine bel Loubna
201659,Zolikha bou Mahdiya
201660,Melissa bou Oussama
201661,Abde Al Aziz ould Maria
201662,Abde Al Aziz bel Karima
201663,Yamina bou Hakim
201664,Sahar bel Imad
201665,Yasmine bou Mohammed
201666,Khadija ben Saliha
201667,Khadija bel Younes
201668,Zolikha ben Ahmed
201669,Dhiaa Eddine bel Yamina
201670,Ramzi bou Mouslim
201671,Manel bel Manel
201672,Melissa bou Oussama
201673,Naoual bel Juba
201674,Amine ben Lakhdar
201675,Kaddour bou Nesrine
201676,Feriel ben Omar
201677,Yousra bel Juba
201678,Imad bel Imad
201679,Abde Al Bassit bou Dhiaa Eddine
201680,Juba bel Karima
201681,Maissa bel Ahmed
201682,Feriel bou Sara
201683,Saleh bel Melissa
201684,Dirar bel Zolikha
201685,Mohammed ould Dirar
201686,Ramzi ould Saleh
201687,Mouslim ben Sahar
201688,Sara ould Ahmed
201689,Loubna bou Youcef
201690,Khadija bel Lakhdar
201691,Lakhdar ben Omar
201692,Farah ould Allaa Eddine
201693,Younes bel Ahmed
201694,Hatem ben Abde Al Bassit
201695,Zineb bou Mohammed
201696,Amina bou Loubna
201697,Roumaissa bou Foulla
201698,Abde Al Aziz bel Yamina
201699,Yousra bel Imad
201700,Melissa ould Saliha
201701,Amina bou Dhiaa Eddine
201702,Khaoula ould Hatem
201703,Yasmine ben Kaddour
201704,Feriel ould Yasmine
201705,Haitham ben Aicha
201706,Ahmed bou Mahdiya
201707,Dirar bel Lakhdar
201708,Roumaissa ben Karima
201709,Kaddour bou Melissa
201710,Loubna ben Mahdiya
201711,Lilya bel Hakim
201712,Abdel Allah ben Akram
201713,Sara bou Aicha
201714,Loubna bou Dirar
201715,Ramzi bou Chaima
201716,Khaoula bou Hatem
201717,Imad ben Mohammed
201718,Abdel Allah ben Hatem
201719,Zine Eddine ould Younes
201720,Abde Al Aziz bou Dhiaa Eddine
201721,Khadija ben Sahar
201722,Khaoula bel Feriel
201723,Maissa ould Loubna
201724,Chaima ben Khaoula
201725,Chaima bel Mohammed
201726,Yousra bou Manel
201727,Foulla bel Juba
201728,Lilya ben Dhiaa Eddine
201729,Amine bel Ahmed
201730,Karima ould Zineb
201731,Khadija bel Younes
201732,Yousra bou Kaddour
201733,Hakim bel Kaddour
201734,Amina bou Abdel Allah
201735,Abdel Allah bel Sara
201736,Yamina bel Khadija
201737,Manel bou Yamina
201738,Maria ben Abde Al Bassit
201739,Zineb ben Khadija
201740,Yamina ben Saliha
201741,Zineb bel Chaima
201742,Feriel bel Roumaissa
201743,Naoual ould Saleh
201744,Chaima ben Oussama
201745,Aicha bou Karima
201746,Sahar bel Foulla
201747,Dhiaa Eddine ben Dhiaa Eddine
201748,Abde Al Bassit ben Loubna
201749,Sara ben Youcef
201750,Feriel ben Farah
201751,Akram ould Yamina
201752,Khaoula bel Akram
201753,Yousra ben Sara
201754,Hakim bel Saleh
201755,Dhiaa Eddine bel Malek
201756,Amine ben Khadija
201757,Roumaissa ould Zolikha
201758,Foulla bou Khaoula
201759,Naoual bou Karima
201760,Roumaissa ben Naoual
201761,Mahdiya ben Imad
201762,Omar ould Khadija
201763,Allaa Eddine bou Sara
201764,Lilya ould Aicha
201765,Sahar ould Juba
201766,Sohaib ben Loubna
201767,Mouslim bou Roumaissa
201768,Manel ben Naoual
201769,Maissa ould Yasmine
201770,Mahdiya bou Ahmed
201771,Omar bel Abde Al Bassit
201772,Naoual ben Mahdiya
201773,Malek bou Mahdiya
201774,Oussama ben Lakhdar
201775,Akram bou Chaima
201776,Karima bou Omar
201777,Maria bel Mokhtar
201778,Abdel Allah ben Omar
201779,Sohaib ben Nesrine
201780,Abde Al Bassit ould Maria
201781,Maissa bel Manel
201782,Lilya bou Abde Al Bassit
201783,Dhiaa Eddine bel Yasmine
201784,Akram bou Amina
201785,Saleh bel Roumaissa
201786,Ramzi ould Farah
201787,Dirar ould Mouslim
201788,Malek ben Juba
201789,Foulla ould Saleh
201790,Sahar bou Yasmine
201791,Mokhtar bel Malek
201792,Ramzi ould Amine
201793,Mokhtar ould Saleh
201794,Hakim bou Yasmine
201795,Nesrine ben Feriel
201796,Mouslim ould Ahmed
201797,Haitham ben Zine Eddine
201798,Dirar bel Maissa
201799,Abde Al Aziz bou Abde Al Bassit
201800,Manel bel Lakhdar
201801,Maissa bou Mokhtar
201802,Malek ben Feriel
201803,Naoual ould Chaima
201804,Nesrine ould Zineb
201805,Hatem bou Amina
201806,Roumaissa ben Sahar
201807,Sohaib bou Khaoula
201808,Foulla bel Melissa
201809,Zineb ould Abde Al Bassit
201810,Mouslim ben Farah
201811,Saliha bou Mohammed
201812,Melissa ould Haitham
201813,Younes bou Imad
201814,Melissa ould Yamina
201815,Amine ould Amina
201816,Ahmed ben Roumaissa
201817,Foulla bou Nesrine
201818,Kaddour bel Kaddour
201819,Ahmed bel Dirar
201820,Farah ben Khaoula
201821,Khadija bou Melissa
201822,Mouslim bou Abdel Allah
201823,Imad ben Zineb
201824,Roumaissa bou Karima
201825,Mokhtar bel Akram
201826,Foulla bel Sohaib
201827,Loubna ben Roumaissa
201828,Nesrine ben Saleh
201829,Akram ould Imad
201830,Foulla ben Kaddour
201831,Dhiaa Eddine bel Aicha
201832,Khadija bou Ahmed
201833,Ramzi ould Hatem
201834,Zolikha bou Saleh
201835,Saleh ould Omar
201836,Dirar bel Nesrine
201837,Zineb bou Mokhtar
201838,Omar ould Manel
201839,Roumaissa ben Manel
201840,Naoual ben Mahdiya
201841,Karima ould Chaima
201842,Abde Al Bassit ould Yasmine
201843,Kaddour bel Omar
201844,Roumaissa ben Aicha
201845,Karima ould Kaddour
201846,Saliha ould Yamina
201847,Chaima bou Oussama
201848,Kaddour ould Melissa
201849,Imad bou Foulla
201850,Zineb ben Abdel Allah
